User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
u48080,57,male,freelancer,ios,4.4,2.7,5,5.0,8,44,3,11.3
u48081,34,other,professional,android,6.8,2.1,5,7.2,4,45,5,6.2
u48082,34,female,business owner,android,5.4,4.5,5,4.6,6,43,2,5.5
u48083,53,female,business owner,android,10.8,3.0,6,5.7,3,22,4,12.6
u48084,24,other,student,ios,8.4,2.8,2,7.7,7,47,3,12.4
u48085,35,female,student,android,7.3,1.8,4,6.2,8,57,2,4.1
u48086,37,female,business owner,ios,10.0,1.2,5,8.2,4,40,1,10.1
u48087,18,female,business owner,android,7.8,6.6,2,8.9,9,22,3,7.5
u48088,18,female,business owner,ios,1.9,7.2,6,5.6,4,47,4,2.6
u48089,21,male,freelancer,ios,2.6,4.7,2,8.4,10,51,1,5.8
u48090,35,female,student,android,6.4,5.4,5,4.7,5,27,6,7.7
u48091,20,other,freelancer,ios,10.8,3.1,3,6.1,5,23,2,3.0
u48092,46,male,business owner,ios,3.6,2.2,3,6.1,10,49,4,13.3
u48093,41,male,freelancer,ios,4.8,2.7,9,6.4,1,14,0,5.5
u48094,44,male,freelancer,ios,9.2,7.0,9,8.9,5,57,1,10.2
u48095,20,male,student,android,9.0,2.9,6,8.3,7,24,3,4.4
u48096,27,other,professional,android,1.4,6.5,3,7.5,2,48,0,9.5
u48097,33,female,business owner,ios,10.8,3.8,9,8.0,2,55,2,3.1
u48098,25,other,freelancer,ios,7.5,1.2,3,5.9,2,59,3,3.8
u48099,21,male,professional,ios,2.9,1.4,6,6.4,6,54,4,8.8
u48100,45,male,professional,android,9.9,7.4,6,4.6,7,28,5,6.9
u48101,37,other,freelancer,ios,9.7,5.5,7,8.2,2,55,4,9.0
u48102,20,male,freelancer,android,2.7,1.6,8,4.1,8,37,4,11.3
u48103,46,female,student,ios,9.8,6.0,8,6.4,8,23,2,12.5
u48104,56,male,business owner,ios,1.3,1.1,4,6.3,8,5,0,13.6
u48105,49,male,professional,android,2.7,6.4,4,7.0,5,56,5,2.3
u48106,28,male,professional,android,9.4,2.1,9,8.1,2,17,4,4.7
u48107,55,other,business owner,ios,7.3,1.9,7,8.9,5,15,1,13.0
u48108,44,male,freelancer,android,10.2,2.9,6,5.1,10,19,4,5.5
u48109,51,male,professional,android,5.6,7.5,1,7.5,8,50,2,2.4
u48110,28,other,professional,ios,5.2,2.9,8,8.9,6,52,6,4.8
u48111,29,other,business owner,ios,2.1,7.7,4,9.0,8,5,0,8.7
u48112,53,male,student,android,2.3,7.7,5,7.6,8,33,6,4.7
u48113,50,female,freelancer,ios,1.1,7.6,8,6.0,6,35,2,12.3
u48114,60,male,professional,ios,3.4,1.3,1,5.0,1,8,4,8.0
u48115,39,female,business owner,ios,3.5,3.5,4,6.8,1,52,3,8.2
u48116,37,female,professional,ios,4.8,5.0,4,7.0,4,32,1,2.4
u48117,27,female,freelancer,android,4.2,6.3,9,5.2,3,33,4,13.3
u48118,47,female,freelancer,android,4.7,1.6,9,8.5,1,14,3,10.1
u48119,31,female,freelancer,android,10.3,5.2,5,7.2,1,37,3,11.5
u48120,35,female,business owner,ios,11.4,2.7,2,4.8,4,52,1,13.7
u48121,34,male,business owner,ios,6.5,1.6,3,6.8,2,53,0,13.7
u48122,55,male,student,ios,5.0,5.7,10,6.8,10,18,3,8.8
u48123,49,other,professional,android,2.5,2.8,5,6.9,1,39,3,5.1
u48124,54,other,student,ios,6.5,4.1,10,7.1,3,41,5,3.6
u48125,56,male,business owner,ios,10.0,6.0,10,7.8,3,30,5,2.9
u48126,27,female,student,android,9.8,4.9,6,4.7,1,16,5,11.8
u48127,41,female,student,android,10.4,6.7,8,5.5,2,34,1,6.2
u48128,25,other,business owner,ios,12.0,4.5,7,5.0,2,47,0,13.7
u48129,59,female,freelancer,ios,9.7,2.7,3,7.7,6,16,6,2.7
u48130,56,other,business owner,android,1.5,2.2,1,6.6,3,56,6,5.7
u48131,48,male,business owner,ios,3.1,6.5,4,5.7,9,42,1,11.1
u48132,30,other,student,android,3.7,6.7,3,5.9,2,24,0,8.8
u48133,44,female,professional,android,9.5,6.3,10,8.7,4,36,5,10.2
u48134,44,other,business owner,android,10.6,3.8,4,5.4,4,18,1,7.1
u48135,58,female,business owner,android,7.9,3.8,9,7.5,10,14,5,5.0
u48136,38,male,professional,ios,8.7,6.9,4,7.7,4,50,4,8.6
u48137,35,female,student,ios,10.7,6.3,5,6.7,10,31,4,13.1
u48138,46,female,freelancer,ios,9.0,4.0,10,5.4,10,18,5,5.2
u48139,41,female,business owner,android,1.1,2.9,1,5.1,3,15,5,9.4
u48140,50,female,student,android,6.5,3.1,9,6.7,6,51,3,3.5
u48141,47,female,student,ios,1.7,5.6,3,4.9,4,11,2,10.2
u48142,53,female,business owner,ios,5.1,1.6,5,7.0,10,24,5,3.9
u48143,60,male,student,android,5.3,6.5,1,6.9,2,11,1,4.9
u48144,33,female,student,ios,10.3,4.4,8,8.4,10,60,4,9.4
u48145,60,female,freelancer,android,5.9,6.3,4,4.0,2,30,2,12.2
u48146,48,male,freelancer,ios,2.0,7.0,1,5.2,1,24,6,9.0
u48147,22,female,business owner,ios,6.5,2.5,8,7.1,7,26,0,9.9
u48148,21,other,student,ios,8.7,0.5,3,5.1,6,60,3,5.5
u48149,38,other,freelancer,android,2.5,6.4,7,5.5,4,16,0,11.4
u48150,30,male,student,ios,9.1,0.9,6,4.8,1,6,0,8.8
u48151,55,other,business owner,ios,4.9,6.5,3,5.9,5,12,2,6.0
u48152,27,male,freelancer,ios,8.4,4.2,1,7.8,3,21,5,12.9
u48153,40,male,student,ios,5.7,5.6,2,4.1,10,43,0,3.1
u48154,59,male,business owner,android,4.6,1.2,10,8.9,5,47,5,5.6
u48155,55,male,business owner,ios,9.9,2.4,10,4.2,7,7,5,7.8
u48156,21,other,freelancer,ios,5.5,1.5,4,5.9,3,20,4,9.7
u48157,45,other,business owner,ios,3.4,4.2,4,4.8,6,55,3,6.6
u48158,49,male,business owner,android,11.2,5.7,8,6.3,5,17,5,5.6
u48159,47,female,professional,android,6.0,2.3,5,4.3,8,43,6,10.5
u48160,25,other,business owner,ios,10.5,4.6,3,6.7,2,29,3,6.8
u48161,53,other,freelancer,ios,2.4,5.2,9,8.2,3,23,1,12.1
u48162,38,male,student,android,9.3,0.6,10,6.8,5,41,3,13.0
u48163,30,other,freelancer,android,3.0,6.0,4,6.1,2,60,4,11.3
u48164,43,female,student,ios,7.3,2.7,3,7.9,10,38,4,4.5
u48165,18,female,freelancer,android,8.3,6.4,1,6.3,1,23,0,9.6
u48166,58,female,professional,ios,7.8,4.2,5,6.5,4,59,1,5.3
u48167,24,female,professional,android,7.6,7.4,3,8.4,7,25,3,7.2
u48168,48,male,professional,ios,5.5,5.5,5,6.0,2,28,6,11.9
u48169,36,female,professional,ios,11.6,4.8,5,5.9,10,56,1,6.2
u48170,32,female,freelancer,ios,10.0,0.6,10,4.0,10,26,4,5.5
u48171,19,other,business owner,android,8.0,4.2,6,6.2,4,53,4,5.0
u48172,34,male,professional,android,11.1,1.3,6,5.1,7,54,2,5.4
u48173,21,other,business owner,android,10.6,4.0,3,5.1,10,7,0,6.9
u48174,28,other,business owner,android,2.6,1.8,2,5.1,6,27,2,7.5
u48175,40,other,professional,android,9.9,5.1,10,6.9,2,32,5,13.0
u48176,42,male,professional,android,7.0,1.6,10,4.4,4,34,4,12.8
u48177,21,other,business owner,android,1.5,3.4,6,8.3,7,43,3,13.2
u48178,20,male,business owner,android,1.2,7.2,5,8.3,4,26,1,6.3
u48179,36,male,business owner,ios,10.5,7.8,8,7.8,1,57,3,2.2
u48180,25,other,freelancer,android,8.8,1.7,5,5.8,2,18,0,4.3
u48181,30,female,business owner,android,10.0,6.6,2,6.0,6,37,6,11.3
u48182,24,other,business owner,ios,2.5,2.4,9,5.9,7,29,1,6.7
u48183,44,other,business owner,ios,7.9,2.8,5,8.7,10,20,1,13.7
u48184,43,female,business owner,ios,9.8,7.9,7,5.0,9,47,5,12.8
u48185,49,female,professional,ios,7.5,3.9,2,4.0,6,21,2,5.9
u48186,47,male,student,android,2.4,6.2,9,4.6,2,36,5,9.0
u48187,40,male,professional,ios,2.7,5.9,5,8.0,6,54,2,4.0
u48188,27,male,freelancer,ios,5.1,4.6,1,7.7,2,38,3,7.6
u48189,48,male,professional,android,2.5,1.2,4,8.9,1,33,6,5.1
u48190,18,male,professional,android,3.6,7.5,6,7.9,1,45,3,3.3
u48191,46,female,freelancer,android,2.8,3.5,3,7.2,9,41,1,3.8
u48192,25,female,student,ios,4.6,3.6,5,5.6,3,23,4,5.3
u48193,27,other,professional,ios,6.0,4.1,3,7.2,4,15,5,10.3
u48194,46,other,freelancer,android,10.4,6.2,3,4.9,4,19,4,6.4
u48195,54,female,freelancer,android,9.0,4.7,6,6.3,9,57,2,12.5
u48196,47,female,student,ios,1.7,4.8,4,8.6,8,23,6,13.1
u48197,24,other,student,ios,9.9,4.3,2,5.6,3,15,1,5.2
u48198,46,male,student,android,5.7,4.6,10,7.2,5,24,4,2.1
u48199,45,male,business owner,ios,6.8,2.1,4,4.5,7,47,4,9.3
u48200,31,other,student,ios,2.1,6.1,9,8.9,2,6,2,3.2
u48201,38,female,freelancer,ios,5.1,4.2,9,5.8,10,25,2,11.3
u48202,18,female,student,ios,1.8,1.0,9,6.9,10,45,1,2.6
u48203,44,other,freelancer,ios,6.8,2.8,10,4.1,2,25,1,5.6
u48204,36,female,student,ios,4.1,4.9,8,6.0,2,8,3,3.8
u48205,29,female,business owner,android,5.1,1.1,6,4.4,1,53,6,7.6
u48206,47,female,business owner,android,9.3,4.2,9,5.4,9,30,6,9.2
u48207,28,male,student,ios,2.4,7.5,3,6.9,9,42,6,10.5
u48208,54,other,student,android,7.9,7.8,6,6.4,8,41,4,3.4
u48209,56,male,student,android,2.5,1.4,4,4.1,9,52,3,2.3
u48210,19,male,professional,android,2.2,3.1,6,6.8,5,36,4,8.8
u48211,36,female,business owner,ios,3.5,5.8,7,6.3,4,9,4,13.2
u48212,31,other,freelancer,android,3.6,7.2,2,4.9,1,33,1,10.4
u48213,50,female,student,ios,4.0,0.7,7,7.0,1,50,3,11.6
u48214,53,other,business owner,ios,3.8,1.8,8,8.3,10,37,0,4.7
u48215,58,other,business owner,android,6.3,4.1,8,4.3,2,40,2,10.7
u48216,24,other,professional,android,2.0,7.3,5,5.0,3,39,5,8.1
u48217,49,male,professional,android,7.3,5.8,3,4.8,4,31,1,4.0
u48218,44,other,business owner,ios,1.3,6.9,4,4.3,4,44,3,7.7
u48219,47,other,student,ios,11.3,0.6,3,4.1,10,52,5,8.0
u48220,43,female,professional,ios,5.1,7.1,1,7.2,3,26,1,13.4
u48221,26,other,student,ios,7.6,3.0,9,8.1,10,34,4,12.1
u48222,28,female,professional,ios,2.5,3.1,3,8.7,7,34,3,10.6
u48223,46,other,student,ios,6.6,6.7,1,9.0,5,27,4,6.0
u48224,20,female,professional,android,2.6,6.4,3,6.7,3,33,0,6.7
u48225,27,other,professional,android,2.4,2.3,4,6.5,9,18,6,3.6
u48226,40,male,professional,ios,2.1,4.3,5,8.3,5,33,0,12.2
u48227,37,female,freelancer,ios,11.4,7.5,7,4.8,1,53,6,4.8
u48228,33,other,student,android,10.5,7.2,7,8.3,8,58,1,5.1
u48229,22,female,business owner,ios,11.3,4.1,9,8.7,2,59,1,8.7
u48230,43,other,business owner,ios,4.4,0.9,5,7.0,3,38,6,6.9
u48231,58,female,business owner,ios,8.7,5.8,7,6.7,10,42,4,7.5
u48232,32,male,freelancer,ios,5.2,2.0,5,7.5,2,49,3,6.9
u48233,54,female,business owner,ios,10.4,3.1,5,5.3,7,32,4,7.1
u48234,22,female,freelancer,android,2.2,0.6,9,6.4,2,49,6,13.1
u48235,38,male,student,ios,7.0,6.8,5,8.0,7,16,3,9.8
u48236,50,male,student,ios,5.0,5.3,4,8.1,2,11,1,9.4
u48237,37,other,professional,ios,8.1,2.5,5,8.8,3,28,0,10.2
u48238,44,male,professional,android,10.8,4.3,1,4.0,2,16,0,7.0
u48239,35,other,student,ios,7.4,3.6,7,8.0,4,57,4,5.5
u48240,48,male,freelancer,ios,8.5,0.9,4,4.7,5,14,6,6.2
u48241,26,female,business owner,ios,5.0,5.0,1,7.9,7,35,5,11.0
u48242,39,male,business owner,ios,9.2,0.5,5,6.2,5,21,4,10.4
u48243,44,other,business owner,android,4.5,0.9,10,8.5,6,56,5,9.2
u48244,21,female,business owner,android,3.8,2.9,9,8.1,7,49,6,5.0
u48245,36,male,business owner,android,11.1,5.5,3,5.6,8,5,1,8.5
u48246,42,female,business owner,android,5.7,1.4,1,8.9,5,10,5,12.3
u48247,47,other,professional,android,9.3,7.3,2,5.4,8,34,6,3.8
u48248,50,female,professional,android,1.3,3.5,2,6.2,6,47,6,5.1
u48249,28,other,freelancer,ios,8.5,6.9,2,4.8,7,18,0,5.9
u48250,59,female,freelancer,ios,8.7,6.4,8,8.2,4,55,1,3.6
u48251,20,other,student,ios,2.9,5.7,9,6.5,10,14,6,4.9
u48252,31,male,business owner,android,8.7,1.8,6,5.4,6,17,6,13.5
u48253,45,female,professional,android,10.1,2.3,2,4.5,10,25,1,3.4
u48254,57,female,professional,android,3.7,7.1,9,4.8,7,46,1,4.9
u48255,19,female,student,ios,4.3,7.5,7,5.6,5,55,5,12.9
u48256,43,other,freelancer,ios,8.9,2.2,9,6.8,9,50,0,5.6
u48257,24,male,student,ios,6.0,3.2,4,4.4,10,44,1,6.4
u48258,38,male,freelancer,android,7.4,0.6,1,6.4,4,15,1,3.0
u48259,40,male,student,ios,9.1,7.7,7,6.2,7,30,1,2.4
u48260,20,male,business owner,ios,11.4,7.9,5,6.8,10,47,4,8.0
u48261,60,other,professional,android,1.7,3.7,5,7.7,3,13,4,7.6
u48262,29,female,freelancer,android,5.1,6.9,1,8.7,8,20,3,7.9
u48263,43,female,freelancer,ios,8.0,7.8,1,8.4,10,17,3,2.9
u48264,22,female,professional,ios,2.3,2.1,1,6.0,8,48,6,3.8
u48265,33,female,student,android,4.2,5.6,2,5.0,5,38,0,6.6
u48266,34,female,professional,ios,3.6,7.2,4,6.7,1,34,6,7.4
u48267,19,male,business owner,android,9.0,3.0,6,5.1,3,19,2,13.4
u48268,57,male,freelancer,ios,7.2,3.5,8,7.9,7,29,6,10.4
u48269,48,female,professional,android,8.9,7.6,8,5.6,7,8,4,9.9
u48270,32,female,student,android,7.8,6.3,6,6.8,6,48,2,12.2
u48271,23,female,freelancer,ios,4.4,4.2,5,5.9,6,26,1,11.6
u48272,26,male,professional,ios,6.5,7.8,8,8.6,2,31,6,5.2
u48273,27,female,student,android,11.6,7.2,1,8.4,2,47,4,11.9
u48274,21,other,business owner,android,1.2,2.8,6,4.2,2,37,4,11.2
u48275,45,other,business owner,android,10.0,0.8,8,4.5,4,13,5,12.8
u48276,42,other,freelancer,ios,2.4,5.5,5,7.2,6,38,6,9.7
u48277,46,other,professional,android,3.4,2.2,10,8.1,9,19,5,2.3
u48278,45,female,freelancer,ios,5.7,4.5,3,5.2,3,29,6,7.8
u48279,43,other,professional,ios,3.3,5.7,7,4.9,3,35,3,13.0
u48280,38,male,student,android,7.7,5.7,3,5.0,7,40,3,6.3
u48281,36,other,freelancer,android,3.8,5.1,3,5.2,8,20,1,4.4
u48282,59,male,freelancer,ios,4.4,3.4,10,6.9,2,56,4,12.0
u48283,18,male,student,android,5.8,1.1,6,6.9,6,43,1,12.4
u48284,38,male,student,android,3.7,3.3,9,7.8,7,31,4,7.4
u48285,32,other,professional,ios,2.5,4.5,4,4.4,8,54,3,12.3
u48286,58,male,freelancer,ios,3.1,3.4,1,4.2,4,42,3,11.6
u48287,29,male,business owner,android,11.2,4.0,8,5.6,1,48,1,6.4
u48288,35,other,business owner,android,2.2,7.1,1,8.9,4,50,2,5.5
u48289,28,female,professional,ios,7.7,5.7,1,8.4,1,18,6,14.0
u48290,58,other,professional,ios,6.2,6.3,5,6.3,3,5,3,6.5
u48291,59,male,business owner,android,10.1,4.7,5,6.4,8,26,6,8.5
u48292,25,female,freelancer,ios,9.8,0.7,5,7.9,3,37,3,8.6
u48293,44,other,student,android,2.6,5.1,10,4.2,10,52,6,12.2
u48294,54,other,student,ios,5.6,0.7,1,7.1,7,27,0,5.6
u48295,35,female,business owner,android,2.2,5.5,10,5.2,1,19,3,7.9
u48296,32,other,freelancer,ios,2.2,5.1,1,8.3,6,9,3,7.9
u48297,39,male,student,android,10.8,6.6,6,4.6,8,36,6,11.9
u48298,32,female,business owner,android,9.9,1.7,8,4.4,3,16,5,11.4
u48299,28,other,student,ios,3.7,4.9,10,7.8,6,36,6,7.9
u48300,50,other,business owner,ios,4.3,2.8,10,6.1,6,8,6,4.6
u48301,45,male,business owner,ios,11.7,2.4,6,5.9,1,49,2,3.7
u48302,22,male,student,android,5.7,2.9,6,8.4,9,56,5,9.1
u48303,47,other,professional,ios,2.7,1.4,9,6.1,7,41,5,7.6
u48304,53,male,freelancer,ios,4.2,7.3,3,6.9,9,17,6,7.6
u48305,60,female,professional,android,9.2,2.2,9,8.6,3,14,5,5.8
u48306,18,other,freelancer,android,3.0,7.0,2,9.0,7,17,4,9.8
u48307,41,male,professional,android,9.6,1.3,3,8.0,6,7,1,4.5
u48308,53,other,student,ios,11.2,7.1,3,6.2,2,35,3,8.5
u48309,22,other,professional,ios,8.5,7.0,10,8.1,2,14,1,12.9
u48310,33,male,business owner,ios,11.0,6.0,2,6.2,9,58,2,13.1
u48311,51,female,student,ios,4.9,8.0,6,5.6,5,38,4,2.1
u48312,20,other,business owner,ios,2.7,4.5,2,8.5,3,54,2,9.4
u48313,39,female,business owner,android,11.2,5.2,1,8.5,2,20,4,5.4
u48314,46,female,business owner,ios,7.6,4.2,9,8.4,2,8,0,9.2
u48315,32,male,student,android,4.9,7.6,7,7.4,5,58,2,3.3
u48316,29,male,student,android,10.3,6.8,2,7.6,2,53,0,5.0
u48317,25,male,student,android,9.4,6.2,3,6.7,8,53,3,6.9
u48318,32,male,business owner,android,6.8,5.1,10,8.6,3,22,1,7.1
u48319,42,male,student,ios,3.6,7.8,2,6.7,9,48,3,4.3
u48320,46,male,business owner,ios,1.0,3.5,5,6.0,7,27,3,7.8
u48321,53,other,freelancer,ios,11.5,4.8,5,8.8,5,12,6,9.3
u48322,59,male,freelancer,android,6.2,7.2,7,4.3,2,48,2,4.0
u48323,53,female,business owner,android,10.4,5.0,6,5.6,6,11,6,3.9
u48324,42,male,business owner,android,6.6,1.1,1,7.2,6,29,3,3.5
u48325,36,male,student,ios,11.7,3.0,2,5.7,4,18,6,2.5
u48326,40,female,professional,android,7.1,1.6,6,5.2,5,21,2,7.9
u48327,39,female,business owner,ios,4.0,5.2,4,4.8,1,34,1,11.9
u48328,41,female,business owner,ios,9.3,0.5,2,5.6,7,51,1,11.5
u48329,26,male,professional,ios,2.9,4.2,7,5.0,5,35,1,5.7
u48330,44,female,business owner,android,8.2,3.4,7,7.3,7,13,6,4.7
u48331,25,other,student,ios,1.3,4.6,8,7.2,2,30,1,5.6
u48332,38,other,freelancer,ios,1.0,6.4,9,6.2,9,10,4,4.9
u48333,25,other,professional,ios,2.5,4.5,8,7.9,9,55,6,4.7
u48334,19,other,business owner,ios,5.6,2.9,4,6.9,10,18,5,9.4
u48335,46,other,student,android,7.3,5.0,1,4.6,4,50,1,10.8
u48336,18,male,business owner,ios,4.5,1.1,9,5.3,1,11,2,4.0
u48337,40,male,professional,android,11.3,4.6,10,8.5,5,24,3,5.3
u48338,60,male,professional,android,3.3,6.8,7,4.9,2,16,2,10.7
u48339,41,other,freelancer,ios,8.7,3.5,10,7.6,6,25,3,11.7
u48340,49,other,business owner,ios,8.5,4.8,10,7.2,7,20,1,4.8
u48341,18,other,professional,ios,5.6,2.8,10,4.5,10,5,4,9.2
u48342,41,male,student,ios,1.2,6.8,7,6.9,7,44,3,2.3
u48343,28,male,student,ios,10.2,1.8,10,8.8,2,26,0,13.6
u48344,57,female,student,ios,6.9,2.8,1,4.9,3,57,4,7.1
u48345,41,male,professional,ios,9.7,5.5,6,8.1,7,43,5,6.1
u48346,20,male,professional,ios,8.5,7.3,4,5.2,8,33,1,13.2
u48347,53,female,freelancer,ios,4.1,7.7,2,6.7,3,28,4,5.9
u48348,43,other,professional,ios,1.7,4.0,2,6.1,3,41,0,12.6
u48349,52,male,freelancer,android,1.6,7.2,2,4.2,7,15,3,9.1
u48350,49,other,professional,android,11.4,3.1,4,8.9,5,34,4,9.9
u48351,35,other,student,android,9.5,7.1,10,5.8,3,44,4,3.4
u48352,36,other,business owner,ios,6.9,2.0,9,6.4,4,45,2,8.9
u48353,23,male,professional,ios,7.3,3.7,7,7.7,7,26,1,7.9
u48354,26,other,professional,android,2.0,5.9,2,5.5,5,30,0,11.5
u48355,30,female,business owner,android,1.8,4.5,2,6.8,7,49,5,3.6
u48356,39,male,business owner,android,11.5,5.7,2,7.0,1,47,1,11.8
u48357,55,other,student,android,1.0,5.5,10,6.1,9,34,3,7.8
u48358,55,other,business owner,ios,9.3,4.0,8,7.1,7,51,2,7.0
u48359,52,female,business owner,android,8.0,7.0,6,7.8,5,32,0,4.5
u48360,55,female,freelancer,android,9.3,1.4,5,6.9,9,47,1,7.5
u48361,45,female,student,android,4.8,1.6,1,4.8,1,8,2,3.0
u48362,59,other,professional,android,11.9,2.7,9,6.2,2,37,0,10.4
u48363,29,other,business owner,android,4.9,4.4,3,7.1,8,37,2,10.9
u48364,38,female,business owner,ios,4.1,5.1,3,7.1,2,57,2,9.9
u48365,53,male,freelancer,android,9.5,0.7,1,7.8,5,31,4,3.8
u48366,43,female,business owner,android,5.5,6.2,2,8.1,3,51,1,4.3
u48367,56,other,student,ios,5.8,0.9,9,5.7,8,44,6,6.2
u48368,27,female,freelancer,android,10.2,4.8,6,7.0,9,59,1,10.1
u48369,43,female,student,ios,7.5,4.7,10,5.2,2,50,3,11.5
u48370,33,male,business owner,android,3.0,6.6,10,7.9,4,20,1,11.4
u48371,38,male,professional,android,10.8,2.7,6,7.7,4,8,4,4.6
u48372,45,male,professional,android,7.1,1.7,5,7.2,1,58,0,7.1
u48373,19,other,professional,ios,10.7,1.1,7,4.7,4,30,2,8.3
u48374,20,other,freelancer,android,9.3,4.3,3,5.5,7,30,2,10.5
u48375,42,male,freelancer,android,11.9,1.1,8,7.4,9,55,1,6.2
u48376,59,other,professional,android,7.2,1.2,5,7.2,2,20,0,10.5
u48377,29,other,business owner,android,3.7,3.9,7,5.4,3,52,3,11.1
u48378,39,other,professional,ios,7.3,2.8,8,5.4,2,45,4,12.7
u48379,60,female,professional,android,10.7,2.1,10,8.8,9,36,2,4.6
u48380,40,other,business owner,ios,11.8,8.0,3,8.5,10,9,1,2.2
u48381,22,female,professional,ios,8.5,6.7,1,5.3,4,53,3,11.8
u48382,41,female,freelancer,ios,3.5,5.6,8,5.0,8,9,4,9.4
u48383,23,other,freelancer,ios,4.7,6.5,4,7.0,2,26,5,11.2
u48384,48,female,student,ios,4.7,5.7,1,6.5,4,59,2,10.1
u48385,55,male,student,ios,11.8,3.9,9,8.1,10,49,4,6.0
u48386,46,female,professional,ios,1.5,0.6,8,4.8,6,10,3,12.0
u48387,41,female,business owner,android,3.2,3.2,5,6.7,1,59,3,11.8
u48388,22,female,professional,android,4.3,7.1,7,6.9,5,60,0,5.0
u48389,55,male,student,ios,8.5,5.7,10,4.3,7,30,4,10.7
u48390,30,male,freelancer,ios,9.7,3.1,3,6.5,4,31,6,3.7
u48391,48,other,freelancer,ios,5.8,4.3,10,5.0,2,39,3,6.8
u48392,51,other,freelancer,android,7.9,5.8,2,7.1,7,42,3,7.8
u48393,34,other,student,android,4.2,7.0,3,4.6,4,48,1,13.9
u48394,55,other,professional,android,6.1,1.2,10,8.7,3,50,1,12.7
u48395,39,male,professional,ios,1.1,0.9,2,8.2,7,38,0,8.3
u48396,31,other,business owner,android,2.7,2.1,6,6.1,2,40,5,12.4
u48397,22,male,student,ios,11.8,7.0,5,5.6,6,35,1,2.6
u48398,29,male,freelancer,ios,7.8,4.2,5,8.6,5,58,6,12.9
u48399,47,male,business owner,android,7.5,5.1,7,4.8,7,37,4,12.6
u48400,30,other,business owner,android,8.5,4.3,3,5.8,2,52,0,9.6
u48401,35,female,professional,android,9.1,2.0,6,5.7,2,24,0,13.8
u48402,34,male,freelancer,android,1.0,3.1,8,7.1,10,13,5,3.7
u48403,39,male,freelancer,android,5.1,3.8,7,6.7,6,17,0,13.5
u48404,51,other,freelancer,android,11.5,0.6,6,4.1,7,52,6,2.5
u48405,59,male,business owner,android,11.5,7.0,10,5.9,10,24,6,4.6
u48406,19,male,student,ios,3.9,2.3,6,7.2,8,26,1,8.8
u48407,60,female,freelancer,android,3.8,3.3,5,6.8,10,19,2,3.2
u48408,22,female,professional,android,7.0,3.6,6,6.1,6,5,5,10.9
u48409,57,male,freelancer,ios,10.3,7.0,4,5.3,4,36,4,13.7
u48410,49,male,freelancer,android,5.3,7.4,4,7.5,9,34,0,12.3
u48411,45,male,professional,ios,6.7,1.1,6,7.0,2,53,6,6.1
u48412,28,female,student,android,9.2,7.6,1,7.3,9,41,6,4.6
u48413,25,other,professional,android,11.2,2.5,9,5.9,2,57,6,2.9
u48414,30,female,student,ios,10.0,6.2,2,5.6,8,26,4,2.8
u48415,35,other,business owner,ios,11.5,3.5,5,4.5,4,43,1,10.4
u48416,44,other,professional,android,11.6,3.5,1,8.3,2,23,3,9.7
u48417,23,female,student,ios,3.1,3.5,5,7.2,2,22,4,9.6
u48418,43,female,business owner,android,9.9,5.3,6,5.5,10,36,4,12.0
u48419,35,male,professional,android,11.8,6.1,2,7.9,4,51,6,9.5
u48420,42,female,professional,android,8.4,4.6,5,4.3,7,45,5,7.5
u48421,22,male,student,ios,9.7,0.9,7,8.4,10,37,6,11.2
u48422,38,other,freelancer,android,9.1,4.7,1,8.9,7,51,6,4.0
u48423,27,other,business owner,ios,4.8,2.5,4,6.1,7,58,0,13.7
u48424,45,male,professional,android,3.5,3.1,2,6.7,6,56,1,3.1
u48425,39,female,professional,android,9.3,6.8,8,7.3,3,46,3,7.0
u48426,33,other,professional,android,3.0,3.8,4,5.4,1,45,5,5.9
u48427,27,female,student,android,8.3,6.8,2,5.9,8,19,3,6.4
u48428,27,other,student,ios,2.9,7.1,3,5.4,8,43,0,13.6
u48429,26,female,professional,ios,10.2,4.9,10,7.0,6,27,3,5.6
u48430,34,other,freelancer,ios,3.3,5.4,9,5.7,10,58,0,6.4
u48431,46,female,freelancer,android,8.9,5.4,5,6.1,7,40,5,2.1
u48432,20,male,freelancer,ios,10.7,2.6,6,8.0,6,43,3,9.1
u48433,50,female,freelancer,ios,5.4,7.9,2,5.0,2,13,5,7.3
u48434,24,male,student,ios,9.2,0.9,9,7.2,9,7,6,7.2
u48435,18,male,professional,ios,2.2,1.6,10,8.3,6,17,6,9.0
u48436,24,male,professional,ios,7.8,4.2,2,8.0,9,57,0,12.3
u48437,35,other,student,android,2.7,4.3,2,6.0,4,44,5,13.1
u48438,51,female,student,ios,2.7,6.7,9,4.4,2,16,5,8.0
u48439,24,female,business owner,android,3.3,5.3,2,5.6,10,40,6,13.0
u48440,28,female,freelancer,android,4.0,3.8,3,5.7,4,50,2,5.7
u48441,55,other,student,ios,4.2,3.0,2,5.2,4,9,3,7.0
u48442,46,other,student,ios,5.1,8.0,4,6.2,1,44,1,11.6
u48443,22,male,student,ios,3.9,4.6,10,8.8,5,28,5,10.7
u48444,57,male,student,ios,8.8,6.7,2,8.5,6,30,5,5.6
